HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,12.880910732916387
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,11.97849427492585
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.07642512945468
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.346217123424942
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,12.953052019743568
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.286795122108467
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.290868653734826
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1369,12.472509375472486
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.614480087392462
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,12.666070129865165
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.613847143551201
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.418539402180269
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,12.10854250343196
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.83539294837897
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,13.039364303984888
terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015,7,914,12.84466067828827
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.955146370379126
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.907525240453205
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.376524029753641
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,12.8723110095329
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,12.011279642540796
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,11.179980998444357
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,12.749114701955978
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.176885824095189
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,12.733572478780559
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,12.240855641952603
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,12.84932029680269
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.4023053257368
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,12.743959781144863
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,11.512925464970229
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,12.777001343365509
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,11.879282386927045
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.677178791780616
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.36148538576691
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.346217123424942
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.021975513334768
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,12.657654506155406
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.590671560956952
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.653069942864997
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,12.578549577811357
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,12.48931738757702
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,12.875713197442682
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.03780782822595
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,12.58462893708112
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.266174777931607
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,11.500458068964758
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,12.257806093036127
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.995018225313283
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,676,11.613847143551201
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.518877725743913
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,12.671641455485796
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.142120619037657
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,12.300978198029366
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,11.921332906832516
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.927198337259366
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,10.49910459099786
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,676,11.075985169527042
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.227951547248615
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,13.153724438097154
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,11.796170207017076
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.201637826240061
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,12.165432926063477
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,12.566278847232724
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,12.825791238487056
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.192708745072041
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.58462893708112
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,12.614480087392462
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.118251850140744
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.005888498350874
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,12.479266519061989
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.375849174821834
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.253595340132641
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,11.019628643488533
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.346217123424942
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,11.22818572627257
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,12.021975513334768
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,12.830542083516264
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,11.956020277658746
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.851643300163772
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,12.657654506155406
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,2092,12.472509375472486
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,12.927574019586647
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,12.984015834294771
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,12.346217123424942
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,11.86070496147059
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.470814849687468
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,12.179163828972955
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,12.256123918928884
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.538110062861273
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,11.89147833226822
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,11.69081220247407
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,11.90973320598721
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,12.438025282665697
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.961686305384813
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,12.876846397113226
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.353880394292252
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,12.59966758106785
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.701858451351837
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,11.14223852419794
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.541279796553658
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,213,11.22818572627257
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.011279642540796
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,11.019628643488533
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.573022889018809
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,12.846994518565857
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,12.391335705192915
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,13.006126146376113
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,12.78447373674044
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,11.339405064129343
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.634860322456136
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,11.34987698351986
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.322868527443921
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.005888498350874
terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015,7,914,12.8723110095329
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,11.876213494179206
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,12.82101771514535
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.286795122108467
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,12.512383862899288
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,12.294925658999173
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.482628045510205
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.486016648413012
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,12.813814431547321
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,11.633646402984292
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,12.86775495845954
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,12.455417914065778
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,11.365387870413215
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.769140089875304
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,10.944417760863153
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,12.48931738757702
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,12.21268573080042
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.764421917487008
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,13.131172463225642
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,11.38065042566041
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.88539895211775
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,12.174422006923713
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.223612911694648
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,11.597716879665969
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,12.696332230675697
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,11.675885797035555
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.614480087392462
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,13.139906591402465
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,11.69081220247407
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,12.353880394292252
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,11.274173229472865
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,12.03780782822595
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.845826960724114
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.775966423505558
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.677178791780616
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,13.131172463225642
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.451963503920148
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,12.842321378456028
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,12.372785518140974
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,12.253595340132641
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,12.725708346346588
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,2092,12.306994324111145
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.883611141906965
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.083854162805563
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,12.414021337461842
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.144479116975166
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.553855673297253
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,547,11.69081220247407
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.659343306252737
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,12.2365727521785
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.063650417731521
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,12.420324785138387
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.032558192096367
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,12.756797598291467
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,12.223612911694648
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,12.174607777899595
terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015,7,644,12.448497119448882
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.012363654269858
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.38024861693771
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,11.96732041003281
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.183699216553281
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.83539294837897
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,12.66885967262911
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,12.764421917487008
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,11.938826986417865
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.424742203444938
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.751682231533106
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,12.538110062861273
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,11.86070496147059
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.865469125104866
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.4023053257368
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,12.083854162805563
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,451,10.879875708458863
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,12.365266302432104
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.165432926063477
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,12.725708346346588
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,12.156173116242744
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,11.37049747183795
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.634860322456136
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1291,12.969685279462622
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,1327,12.65200448506013
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,10.486819867088867
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,12.759345502400416
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.160813739124558
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,12.71246244556088
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.569360674739151
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,12.522108911478483
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,11.80281509896401
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.448497119448882
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,11.775966423505558
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,13.063118553229158
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.032558192096367
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.24512026678084
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,11.958854103358018
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,12.183699216553281
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,12.553855673297253
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,10.879875708458863
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.032558192096367
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,11.569683798788837
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,12.637738172007465
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,11.989538454196522
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.359587408919714
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.593679235337024
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,12.397931906804617
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.32679801494068
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.357690119499075
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,12.832909068802698
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,12.346217123424942
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.775966423505558
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,12.376524029753641
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,12.885855925631986
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,12.438025282665697
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,12.522108911478483
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,12.582503647053283
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,11.497578297356148
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,12.860881723321674
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,12.923263447643553
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.69081220247407
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.3384946730367
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,12.445018677347818
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.118251850140744
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,10.967577407165814
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.27447400877728
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,11.72000467288991
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,10.97519102464702
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.149174197896082
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.538110062861273
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.538110062861273
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,13.035512714772182
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.828961730918538
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,12.572433033757576
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,11.78948086495026
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.629079657489251
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,12.409552119949653
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.49926824054369
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.016641878076122
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.353880394292252
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.84932029680269
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,11.53046081805929
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,12.671641455485796
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,12.26199918981918
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.734291437326675
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.179163828972955
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.458363676977546
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.439494186884346
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,12.179163828972955
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,12.59966758106785
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,12.032558192096367
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.376524029753641
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.777001343365509
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.553855673297253
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.469113604065504
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,11.441397239330291
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.38765643023722
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,12.438025282665697
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,11.538602958260002
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.238718909662012
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.455417914065778
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,12.522108911478483
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.252202130372387
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.30731481019832
